week,team,opponent,home_or_away_sch,date_sch,time_sch,vistm,hometm,date,time,home_or_away,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,rating_gap,injury_adjustment,future_scarcity_bonus,moneyline,opp_moneyline,implied_wp,spread,consensus_spread,circa_spread,circa_spread_price,is_thanksgiving,is_black_friday,is_christmas,plays_both_tg_xmas,team_dvoa,opp_dvoa,team_off_dvoa,opp_off_dvoa,team_def_dvoa,opp_def_dvoa,rest_days,reserved,expected_avail,preferred,must_use,save_for_later,notes,spot_quality,team_total_dvoa,opp_total_dvoa
2,TEN,LAR,Home,2025-09-14 00:00:00,1:00 PM,LAR,TEN,,,Home,0.3249687530045188,,,,,,,195.0,-238.0,0.3249687530045188,5.5,5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,PIT,SEA,Home,2025-09-14 00:00:00,1:00 PM,SEA,PIT,,,Home,0.551441114716549,,,,,,,-135.0,114.0,0.551441114716549,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,BAL,CLE,Home,2025-09-14 00:00:00,1:00 PM,CLE,BAL,,,Home,0.7600000000000001,,,,,,,-380.0,300.0,0.7600000000000001,-8.5,-8.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,IND,DEN,Home,2025-09-14 00:00:00,4:05 PM,DEN,IND,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,ARI,CAR,Home,2025-09-14 00:00:00,4:05 PM,CAR,ARI,,,Home,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,KC,PHI,Home,2025-09-14 00:00:00,4:25 PM,PHI,KC,,,Home,0.5156031672100606,,,,,,,-108.0,105.0,0.5156031672100606,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
2,MIN,ATL,Home,2025-09-14 00:00:00,8:20 PM,ATL,MIN,,,Home,0.6636481241914618,,,,,,,-225.0,185.0,0.6636481241914618,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,HOU,TB,Home,2025-09-15 00:00:00,7:00 PM,TB,HOU,,,Home,0.5427435387673957,,,,,,,-130.0,110.0,0.5427435387673957,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
2,LV,LAC,Home,2025-09-15 00:00:00,10:00 PM,LAC,LV,,,Home,0.299837925445705,,,,,,,220.0,-270.0,0.299837925445705,6.5,6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,BUF,MIA,Home,2025-09-18 00:00:00,8:15 PM,MIA,BUF,,,Home,0.6805555555555556,,,,,,,-245.0,200.0,0.6805555555555556,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,CAR,ATL,Home,2025-09-21 00:00:00,1:00 PM,ATL,CAR,,,Home,0.4003612281757977,,,,,,,140.0,-166.0,0.4003612281757977,3.0,3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,CLE,GB,Home,2025-09-21 00:00:00,1:00 PM,GB,CLE,,,Home,0.3042300479266513,,,,,,,215.0,-265.0,0.3042300479266513,5.5,5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,JAX,HOU,Home,2025-09-21 00:00:00,1:00 PM,HOU,JAX,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,MIN,CIN,Home,2025-09-21 00:00:00,1:00 PM,CIN,MIN,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,NE,PIT,Home,2025-09-21 00:00:00,1:00 PM,PIT,NE,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,TEN,IND,Home,2025-09-21 00:00:00,1:00 PM,IND,TEN,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,PHI,LAR,Home,2025-09-21 00:00:00,1:00 PM,LAR,PHI,,,Home,0.6636481241914618,,,,,,,-225.0,185.0,0.6636481241914618,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,TB,NYJ,Home,2025-09-21 00:00:00,1:00 PM,NYJ,TB,,,Home,0.740871613663133,,,,,,,-340.0,270.0,0.740871613663133,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,WSH,LV,Home,2025-09-21 00:00:00,1:00 PM,LV,WSH,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,,,,,,,,,
