week,team,opponent,home_or_away_sch,date_sch,time_sch,vistm,hometm,date,time,home_or_away,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,rating_gap,injury_adjustment,future_scarcity_bonus,moneyline,opp_moneyline,implied_wp,spread,consensus_spread,circa_spread,circa_spread_price,is_thanksgiving,is_black_friday,is_christmas,plays_both_tg_xmas,team_dvoa,opp_dvoa,team_off_dvoa,opp_off_dvoa,team_def_dvoa,opp_def_dvoa,rest_days,reserved,expected_avail,preferred,must_use,save_for_later,notes,spot_quality,power_gap,sv_win,sv_home,sv_rest,spot_value_score,sv_rating,sv_dvoa_base,sv_dvoa_synergy,sv_dvoa,sv_injury,sv_holiday,max_future_prob,sv_scarcity,spot_value
1,DEN,TEN,Home,2025-09-07 00:00:00,4:05 PM,TEN,DEN,,,Home,0.7639751552795031,,,,,,,-375.0,310.0,0.7639751552795031,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3484946692931944,0.12,0.03333333333333333,0.5034472476445002,0.0,0.0,0.0,0.0,0.0,-0.0,0.7477827050997783,0.0016192450179724816,Medium
1,SEA,SF,Home,2025-09-07 00:00:00,4:05 PM,SF,SEA,,,Home,0.355270821199767,,,,,,,170.0,-205.0,0.355270821199767,4.5,4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.1241488617618393,0.12,0.03333333333333333,0.24250596078908612,0.0,0.0,0.0,0.0,0.0,-0.0,0.705033164260632,-0.034976234306086505,Low
1,GB,DET,Home,2025-09-07 00:00:00,4:25 PM,DET,GB,,,Home,0.4170073589533933,,,,,,,130.0,-155.0,0.4170073589533933,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.15876889250286896,0.12,0.03333333333333333,0.278721704960144,0.0,0.0,0.0,0.0,0.0,-0.0,0.7508125677139762,-0.03338052087605829,Low
1,LAR,HOU,Home,2025-09-07 00:00:00,4:25 PM,HOU,LAR,,,Home,0.5574886535552194,,,,,,,-134.0,120.0,0.5574886535552194,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.24586297928975354,0.12,0.03333333333333333,0.3767545479301435,0.0,0.0,0.0,0.0,0.0,-0.0,0.7819063004846527,-0.022441764692943334,Low
1,BUF,BAL,Home,2025-09-07 00:00:00,8:20 PM,BAL,BUF,,,Home,0.5240193918025562,,,,,,,-116.0,105.0,0.5240193918025562,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.2251060803751876,0.12,0.03333333333333333,0.3471314212019662,0.0,0.0,0.0,0.0,0.0,-0.0,0.8370993168681029,-0.03130799250655467,Low
1,CHI,MIN,Home,2025-09-08 00:00:00,8:15 PM,MIN,CHI,,,Home,0.4365079365079364,,,,,,,120.0,-142.0,0.4365079365079364,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.17047683026312385,0.12,0.03333333333333333,0.2930540557375456,0.0,0.0,0.0,0.0,0.0,-0.0,0.7440690150970525,-0.03075610785891161,Low
2,GB,WSH,Home,2025-09-11 00:00:00,8:15 PM,WSH,GB,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.21,0.12,0.03333333333333333,0.3382520765619357,0.0,0.0,0.0,0.0,0.0,-0.0,0.7508125677139762,-0.025081256771397623,Low
2,CIN,JAX,Home,2025-09-14 00:00:00,1:00 PM,JAX,CIN,,,Home,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3111405776815379,0.12,0.03333333333333333,0.45482649808001074,0.0,0.0,0.0,0.0,0.0,-0.0,0.771505376344086,-0.009647412934860478,Medium
2,DAL,NYG,Home,2025-09-14 00:00:00,1:00 PM,NYG,DAL,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.38182607919647304,0.0,0.0,0.0,0.0,0.0,-0.0,0.551441114716549,-0.0018973582249016464,Low
2,DET,CHI,Home,2025-09-14 00:00:00,1:00 PM,CHI,DET,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.356540897738835,0.0,0.0,0.0,0.0,0.0,-0.0,0.8042929292929294,-0.027182539682539687,Low
2,MIA,NE,Home,2025-09-14 00:00:00,1:00 PM,NE,MIA,,,Home,0.448558885283451,,,,,,,114.0,-135.0,0.448558885283451,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.17784694251519714,0.12,0.03333333333333333,0.30695687607146876,0.0,0.0,0.0,0.0,0.0,-0.0,0.690792883054068,-0.024223399777061706,Low
2,NO,SF,Home,2025-09-14 00:00:00,1:00 PM,SF,NO,,,Home,0.2664576802507837,,,,,,,260.0,-325.0,0.2664576802507837,7.0,7.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.08299922774074427,0.12,0.03333333333333333,0.20973157585240268,0.0,0.0,0.0,0.0,0.0,-0.0,0.5324675324675325,-0.026600985221674884,Low
2,NYJ,BUF,Home,2025-09-14 00:00:00,1:00 PM,BUF,NYJ,,,Home,0.2340978954835658,,,,,,,310.0,-395.0,0.2340978954835658,9.5,9.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.07082197096298075,0.12,0.03333333333333333,0.1912158874954643,0.0,0.0,0.0,0.0,0.0,-0.0,0.5634920634920635,-0.03293941680084977,Low
2,TEN,LAR,Home,2025-09-14 00:00:00,1:00 PM,LAR,TEN,,,Home,0.3249687530045188,,,,,,,195.0,-238.0,0.3249687530045188,5.5,5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.10885942231846212,0.12,0.03333333333333333,0.2337660075064214,0.0,0.0,0.0,0.0,0.0,-0.0,0.6092362344582594,-0.02842674814537406,Low
2,PIT,SEA,Home,2025-09-14 00:00:00,1:00 PM,SEA,PIT,,,Home,0.551441114716549,,,,,,,-135.0,114.0,0.551441114716549,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.24215305748480284,0.12,0.03333333333333333,0.38838384710367374,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,-0.007102543714462473,Low
2,BAL,CLE,Home,2025-09-14 00:00:00,1:00 PM,CLE,BAL,,,Home,0.7600000000000001,,,,,,,-380.0,300.0,0.7600000000000001,-8.5,-8.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.34706840825201796,0.12,0.03333333333333333,0.4941682390472803,0.0,0.0,0.0,0.0,0.0,-0.0,0.8223350253807106,-0.006233502538071045,Medium
2,IND,DEN,Home,2025-09-14 00:00:00,4:05 PM,DEN,IND,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.13613982330952096,0.12,0.03333333333333333,0.26497984627061955,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,-0.024493310372234733,Low
2,ARI,CAR,Home,2025-09-14 00:00:00,4:05 PM,CAR,ARI,,,Home,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3024329979410192,0.12,0.03333333333333333,0.4525885987684189,0.0,0.0,0.0,0.0,0.0,-0.0,0.6892525512549417,-0.0031777325059336283,Medium
2,KC,PHI,Home,2025-09-14 00:00:00,4:25 PM,PHI,KC,,,Home,0.5156031672100606,,,,,,,-108.0,105.0,0.5156031672100606,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.21982282203192727,0.12,0.03333333333333333,0.3465258420378014,0.0,0.0,0.0,0.0,0.0,-0.0,0.7819063004846527,-0.02663031332745921,Low
2,MIN,ATL,Home,2025-09-14 00:00:00,8:20 PM,ATL,MIN,,,Home,0.6636481241914618,,,,,,,-225.0,185.0,0.6636481241914618,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3055427860228302,0.12,0.03333333333333333,0.4513546030502713,0.0,0.0,0.0,0.0,0.0,-0.0,0.7388632872503841,-0.007521516305892229,Medium
2,HOU,TB,Home,2025-09-15 00:00:00,7:00 PM,TB,HOU,,,Home,0.5427435387673957,,,,,,,-130.0,110.0,0.5427435387673957,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.23678179823785295,0.12,0.03333333333333333,0.3786419628283653,0.0,0.0,0.0,0.0,0.0,-0.0,0.6574752261956054,-0.011473168742820972,Low
2,LV,LAC,Home,2025-09-15 00:00:00,10:00 PM,LAC,LV,,,Home,0.299837925445705,,,,,,,220.0,-270.0,0.299837925445705,6.5,6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.09714695285514985,0.12,0.03333333333333333,0.2182174235469363,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,-0.032262862641546874,Low
3,BUF,MIA,Home,2025-09-18 00:00:00,8:15 PM,MIA,BUF,,,Home,0.6805555555555556,,,,,,,-245.0,200.0,0.6805555555555556,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3137921922536812,0.12,0.03333333333333333,0.4514711494557598,0.0,0.0,0.0,0.0,0.0,-0.0,0.8370993168681029,-0.015654376131254734,Medium
3,CAR,ATL,Home,2025-09-21 00:00:00,1:00 PM,ATL,CAR,,,Home,0.4003612281757977,,,,,,,140.0,-166.0,0.4003612281757977,3.0,3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.14903267822137117,0.12,0.03333333333333333,0.2897934758461123,0.0,0.0,0.0,0.0,0.0,-0.0,0.5260865852617197,-0.012572535708592198,Low
3,CLE,GB,Home,2025-09-21 00:00:00,1:00 PM,GB,CLE,,,Home,0.3042300479266513,,,,,,,215.0,-265.0,0.3042300479266513,5.5,5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.09912880525642648,0.12,0.03333333333333333,0.22963839013567167,0.0,0.0,0.0,0.0,0.0,-0.0,0.5324675324675325,-0.022823748454088123,Low
3,JAX,HOU,Home,2025-09-21 00:00:00,1:00 PM,HOU,JAX,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.13613982330952096,0.12,0.03333333333333333,0.26275358357671363,0.0,0.0,0.0,0.0,0.0,-0.0,0.644729178800233,-0.02671957306614066,Low
3,MIN,CIN,Home,2025-09-21 00:00:00,1:00 PM,CIN,MIN,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.36308386194308956,0.0,0.0,0.0,0.0,0.0,-0.0,0.7388632872503841,-0.020639575478285155,Low
3,NE,PIT,Home,2025-09-21 00:00:00,1:00 PM,PIT,NE,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.36946706596857987,0.0,0.0,0.0,0.0,0.0,-0.0,0.6750312469954812,-0.01425637145279487,Low
3,TEN,IND,Home,2025-09-21 00:00:00,1:00 PM,IND,TEN,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.13613982330952096,0.12,0.03333333333333333,0.26630287801091096,0.0,0.0,0.0,0.0,0.0,-0.0,0.6092362344582594,-0.0231702786319433,Low
3,PHI,LAR,Home,2025-09-21 00:00:00,1:00 PM,LAR,PHI,,,Home,0.6636481241914618,,,,,,,-225.0,185.0,0.6636481241914618,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3055427860228302,0.12,0.03333333333333333,0.4444252218055212,0.0,0.0,0.0,0.0,0.0,-0.0,0.8081570996978852,-0.01445089755064234,Low
3,TB,NYJ,Home,2025-09-21 00:00:00,1:00 PM,NYJ,TB,,,Home,0.740871613663133,,,,,,,-340.0,270.0,0.740871613663133,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.33989054044421657,0.12,0.03333333333333333,0.48962771952218415,0.0,0.0,0.0,0.0,0.0,-0.0,0.7768331562167907,-0.003596154255365769,Medium
3,WSH,LV,Home,2025-09-21 00:00:00,1:00 PM,LV,WSH,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.21,0.12,0.03333333333333333,0.3633333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0.5,0.0,Low
3,LAC,DEN,Home,2025-09-21 00:00:00,4:05 PM,DEN,LAC,,,Home,0.448558885283451,,,,,,,114.0,-135.0,0.448558885283451,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.17784694251519714,0.12,0.03333333333333333,0.3060199569214461,0.0,0.0,0.0,0.0,0.0,-0.0,0.7001620745542949,-0.025160318927084393,Low
3,SEA,NO,Home,2025-09-21 00:00:00,4:05 PM,NO,SEA,,,Home,0.705033164260632,,,,,,,-278.0,225.0,0.705033164260632,-6.5,-6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3250184277897765,0.12,0.03333333333333333,0.4866084223630557,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,0.008256661239945829,Medium
3,CHI,DAL,Home,2025-09-21 00:00:00,4:25 PM,DAL,CHI,,,Home,0.5996387718242023,,,,,,,-166.0,140.0,0.5996387718242023,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.27096732177862887,0.12,0.03333333333333333,0.4098576307846772,0.0,0.0,0.0,0.0,0.0,-0.0,0.7440690150970525,-0.014443024327285016,Low
3,SF,ARI,Home,2025-09-21 00:00:00,4:25 PM,ARI,SF,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.36219192015815016,0.0,0.0,0.0,0.0,0.0,-0.0,0.7477827050997783,-0.021531517263224578,Low
3,NYG,KC,Home,2025-09-21 00:00:00,8:20 PM,KC,NYG,,,Home,0.2864487697392581,,,,,,,235.0,-290.0,0.2864487697392581,6.5,6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.09127765940618643,0.12,0.03333333333333333,0.2200091164666923,0.0,0.0,0.0,0.0,0.0,-0.0,0.5324675324675325,-0.024601876272827446,Low
3,BAL,DET,Home,2025-09-22 00:00:00,8:15 PM,DET,BAL,,,Home,0.6309403437815976,,,,,,,-192.0,160.0,0.6309403437815976,-3.5,-3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.28849582937314316,0.12,0.03333333333333333,0.4226896945465652,0.0,0.0,0.0,0.0,0.0,-0.0,0.8223350253807106,-0.0191394681599113,Low
4,ARI,SEA,Home,2025-09-25 00:00:00,8:15 PM,SEA,ARI,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.19359892091323275,0.12,0.03333333333333333,0.3253983405948999,0.0,0.0,0.0,0.0,0.0,-0.0,0.6892525512549417,-0.02153391365166615,Low
4,PIT,MIN,Home,2025-09-28 00:00:00,9:30 AM,MIN,PIT,,,Home,0.4721030042918455,,,,,,,105.0,-120.0,0.4721030042918455,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.19246581114704803,0.12,0.03333333333333333,0.3307627897234485,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,-0.015036354756932824,Low
4,ATL,WSH,Home,2025-09-28 00:00:00,1:00 PM,WSH,ATL,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.21,0.12,0.03333333333333333,0.3469685209141871,0.0,0.0,0.0,0.0,0.0,-0.0,0.6636481241914618,-0.01636481241914618,Low
4,BUF,NO,Home,2025-09-28 00:00:00,1:00 PM,NO,BUF,,,Home,0.8370993168681029,,,,,,,-675.0,490.0,0.8370993168681029,-12.5,-12.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.370922648951515,0.12,0.03333333333333333,0.5313757035200153,0.0,0.0,0.0,0.0,0.0,-0.0,0.7659021045164341,0.007119721235166876,Medium
4,DET,CLE,Home,2025-09-28 00:00:00,1:00 PM,CLE,DET,,,Home,0.8042929292929294,,,,,,,-520.0,390.0,0.8042929292929294,-10.5,-10.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.36172733406923013,0.12,0.03333333333333333,0.5183394226974478,0.0,0.0,0.0,0.0,0.0,-0.0,0.771505376344086,0.003278755294884339,Medium
4,HOU,TEN,Home,2025-09-28 00:00:00,1:00 PM,TEN,HOU,,,Home,0.593369754159424,,,,,,,-162.0,136.0,0.593369754159424,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.26733130251746756,0.12,0.03333333333333333,0.4142540886471827,0.0,0.0,0.0,0.0,0.0,-0.0,0.6574752261956054,-0.006410547203618145,Low
4,NE,CAR,Home,2025-09-28 00:00:00,1:00 PM,CAR,NE,,,Home,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.2838601766904791,0.12,0.03333333333333333,0.4319370405103817,0.0,0.0,0.0,0.0,0.0,-0.0,0.6750312469954812,-0.005256469513430751,Low
4,NYG,LAC,Home,2025-09-28 00:00:00,1:00 PM,LAC,NYG,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.13613982330952096,0.12,0.03333333333333333,0.27397974820998366,0.0,0.0,0.0,0.0,0.0,-0.0,0.5324675324675325,-0.015493408432870615,Low
4,TB,PHI,Home,2025-09-28 00:00:00,1:00 PM,PHI,TB,,,Home,0.4365079365079364,,,,,,,120.0,-142.0,0.4365079365079364,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.17047683026312385,0.12,0.03333333333333333,0.2897776416255718,0.0,0.0,0.0,0.0,0.0,-0.0,0.7768331562167907,-0.03403252197088543,Low
4,LAR,IND,Home,2025-09-28 00:00:00,4:05 PM,IND,LAR,,,Home,0.7220792588780237,,,,,,,-305.0,245.0,0.7220792588780237,-6.5,-6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.332324926710393,0.12,0.03333333333333333,0.47967555588306343,0.0,0.0,0.0,0.0,0.0,-0.0,0.7819063004846527,-0.0059827041606629,Medium
4,SF,JAX,Home,2025-09-28 00:00:00,4:05 PM,JAX,SF,,,Home,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.3111405776815379,0.12,0.03333333333333333,0.4571987652044415,0.0,0.0,0.0,0.0,0.0,-0.0,0.7477827050997783,-0.007275145810429706,Medium
4,KC,BAL,Home,2025-09-28 00:00:00,4:25 PM,BAL,KC,,,Home,0.5278969957081545,,,,,,,-120.0,105.0,0.5278969957081545,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.2275341888529519,0.12,0.03333333333333333,0.3554665917086354,0.0,0.0,0.0,0.0,0.0,-0.0,0.7819063004846527,-0.02540093047764982,Low
4,LV,CHI,Home,2025-09-28 00:00:00,4:25 PM,CHI,LV,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.19359892091323275,0.12,0.03333333333333333,0.33207694053427667,0.0,0.0,0.0,0.0,0.0,-0.0,0.6224665518611737,-0.014855313712289354,Low
4,DAL,GB,Home,2025-09-28 00:00:00,8:20 PM,GB,DAL,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,0.18960989591195865,0.12,0.03333333333333333,0.3345523645268838,0.0,0.0,0.0,0.0,0.0,-0.0,0.551441114716549,-0.008390864718408149,Low
4,MIA,NYJ,Home,2025-09-29 00:00:00,7:15 PM,NYJ,MIA,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.23039010408804136,0.12,0.03333333333333333,0.36789090236272115,0.0,0.0,0.0,0.0,0.0,-0.0,0.690792883054068,-0.015832535058653553,Low
4,DEN,CIN,Home,2025-09-29 00:00:00,8:15 PM,CIN,DEN,,,Home,0.5634920634920635,,,,,,,-142.0,120.0,0.5634920634920635,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.24952316973687605,0.12,0.03333333333333333,0.38442743890943787,0.0,0.0,0.0,0.0,0.0,-0.0,0.7477827050997783,-0.01842906416077148,Low
5,LAR,SF,Home,2025-10-02 00:00:00,8:15 PM,SF,LAR,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.18960989591195865,0.12,0.03333333333333333,0.31150584595007347,0.0,0.0,0.0,0.0,0.0,-0.0,0.7819063004846527,-0.03143738329521852,Low
5,CLE,MIN,Home,2025-10-05 00:00:00,9:30 AM,MIN,CLE,,,Home,0.261136712749616,,,,,,,270.0,-325.0,0.261136712749616,6.75,6.75,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.08089356656077232,0.12,0.03333333333333333,0.207093817922314,0.0,0.0,0.0,0.0,0.0,-0.0,0.5324675324675325,-0.027133081971791657,Low
5,CAR,MIA,Home,2025-10-05 00:00:00,1:00 PM,MIA,CAR,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,0.18960989591195865,0.12,0.03333333333333333,0.33708781747236677,0.0,0.0,0.0,0.0,0.0,-0.0,0.5260865852617197,-0.005855411772925218,Low
