week,date,time,team,opponent,home_or_away,holiday_flag
3,2025-09-21 00:00:00,1:00 PM,JAX,HOU,Home,
3,2025-09-21 00:00:00,1:00 PM,MIN,CIN,Home,
3,2025-09-21 00:00:00,1:00 PM,NE,PIT,Home,
3,2025-09-21 00:00:00,1:00 PM,TEN,IND,Home,
3,2025-09-21 00:00:00,1:00 PM,PHI,LAR,Home,
3,2025-09-21 00:00:00,1:00 PM,TB,NYJ,Home,
3,2025-09-21 00:00:00,1:00 PM,WSH,LV,Home,
3,2025-09-21 00:00:00,4:05 PM,LAC,DEN,Home,
3,2025-09-21 00:00:00,4:05 PM,SEA,NO,Home,
3,2025-09-21 00:00:00,4:25 PM,CHI,DAL,Home,
3,2025-09-21 00:00:00,4:25 PM,SF,ARI,Home,
3,2025-09-21 00:00:00,8:20 PM,NYG,KC,Home,
3,2025-09-22 00:00:00,8:15 PM,BAL,DET,Home,
4,2025-09-25 00:00:00,8:15 PM,ARI,SEA,Home,
4,2025-09-28 00:00:00,9:30 AM,PIT,MIN,Home,
4,2025-09-28 00:00:00,1:00 PM,ATL,WSH,Home,
4,2025-09-28 00:00:00,1:00 PM,BUF,NO,Home,
4,2025-09-28 00:00:00,1:00 PM,DET,CLE,Home,
4,2025-09-28 00:00:00,1:00 PM,HOU,TEN,Home,
4,2025-09-28 00:00:00,1:00 PM,NE,CAR,Home,
4,2025-09-28 00:00:00,1:00 PM,NYG,LAC,Home,
4,2025-09-28 00:00:00,1:00 PM,TB,PHI,Home,
4,2025-09-28 00:00:00,4:05 PM,LAR,IND,Home,
4,2025-09-28 00:00:00,4:05 PM,SF,JAX,Home,
4,2025-09-28 00:00:00,4:25 PM,KC,BAL,Home,
4,2025-09-28 00:00:00,4:25 PM,LV,CHI,Home,
4,2025-09-28 00:00:00,8:20 PM,DAL,GB,Home,
4,2025-09-29 00:00:00,7:15 PM,MIA,NYJ,Home,
4,2025-09-29 00:00:00,8:15 PM,DEN,CIN,Home,
5,2025-10-02 00:00:00,8:15 PM,LAR,SF,Home,
5,2025-10-05 00:00:00,9:30 AM,CLE,MIN,Home,
5,2025-10-05 00:00:00,1:00 PM,CAR,MIA,Home,
5,2025-10-05 00:00:00,1:00 PM,IND,LV,Home,
5,2025-10-05 00:00:00,1:00 PM,NO,NYG,Home,
5,2025-10-05 00:00:00,1:00 PM,NYJ,DAL,Home,
5,2025-10-05 00:00:00,1:00 PM,PHI,DEN,Home,
5,2025-10-05 00:00:00,1:00 PM,BAL,HOU,Home,
5,2025-10-05 00:00:00,4:05 PM,ARI,TEN,Home,
5,2025-10-05 00:00:00,4:05 PM,SEA,TB,Home,
5,2025-10-05 00:00:00,4:25 PM,CIN,DET,Home,
5,2025-10-05 00:00:00,4:25 PM,LAC,WSH,Home,
5,2025-10-05 00:00:00,8:20 PM,BUF,NE,Home,
5,2025-10-06 00:00:00,8:15 PM,JAX,KC,Home,
6,2025-10-09 00:00:00,8:15 PM,NYG,PHI,Home,
6,2025-10-12 00:00:00,9:30 AM,NYJ,DEN,Home,
6,2025-10-12 00:00:00,1:00 PM,CAR,DAL,Home,
6,2025-10-12 00:00:00,1:00 PM,IND,ARI,Home,
6,2025-10-12 00:00:00,1:00 PM,JAX,SEA,Home,
6,2025-10-12 00:00:00,1:00 PM,MIA,LAC,Home,
6,2025-10-12 00:00:00,1:00 PM,PIT,CLE,Home,
6,2025-10-12 00:00:00,1:00 PM,BAL,LAR,Home,
6,2025-10-12 00:00:00,1:00 PM,TB,SF,Home,
6,2025-10-12 00:00:00,4:05 PM,LV,TEN,Home,
6,2025-10-12 00:00:00,4:25 PM,GB,CIN,Home,
6,2025-10-12 00:00:00,4:25 PM,NO,NE,Home,
6,2025-10-12 00:00:00,8:20 PM,KC,DET,Home,
6,2025-10-13 00:00:00,7:15 PM,ATL,BUF,Home,
6,2025-10-13 00:00:00,8:15 PM,WSH,CHI,Home,
7,2025-10-16 00:00:00,8:15 PM,CIN,PIT,Home,
