week,date,time,team,opponent,home_or_away,holiday_flag,rest_days,reserved,is_locked_out,expected_avail,preferred,must_use,save_for_later,notes_future,notes,spot_quality,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,spot_value,spot_value_score,moneyline,spread,implied_wp,power_rating,opp_power_rating,power_gap,injury_adjustment,rest_diff,travel_miles,rating_gap,future_scarcity_bonus
13,2025-11-30 00:00:00,1:00 PM,CLE,SF,Home,Thanksgiving,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,1:00 PM,IND,HOU,Home,Thanksgiving,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,1:00 PM,MIA,NO,Home,Thanksgiving,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,1:00 PM,NYJ,ATL,Home,Thanksgiving,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,1:00 PM,TEN,JAX,Home,Thanksgiving,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,1:00 PM,TB,ARI,Home,Thanksgiving,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,4:05 PM,SEA,MIN,Home,Thanksgiving,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,4:25 PM,PIT,BUF,Home,Thanksgiving,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,4:25 PM,LAC,LV,Home,Thanksgiving,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-11-30 00:00:00,8:20 PM,WSH,DEN,Home,Thanksgiving,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
13,2025-12-01 00:00:00,8:15 PM,NE,NYG,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-04 00:00:00,8:15 PM,DET,DAL,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,ATL,SEA,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,CLE,TEN,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,GB,CHI,Home,,10,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,JAX,IND,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,MIN,WSH,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,NYJ,MIA,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,BAL,PIT,Home,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,1:00 PM,TB,NO,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,4:05 PM,LV,DEN,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,4:25 PM,BUF,CIN,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,4:25 PM,ARI,LAR,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-07 00:00:00,8:20 PM,KC,HOU,Home,,10,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
14,2025-12-08 00:00:00,8:15 PM,LAC,PHI,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-11 00:00:00,8:15 PM,TB,ATL,Home,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,CHI,CLE,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,CIN,BAL,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,HOU,ARI,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,JAX,NYJ,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,KC,LAC,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,NE,BUF,Home,,12,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,NYG,WSH,Home,,12,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,1:00 PM,PHI,LV,Home,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,4:25 PM,DEN,GB,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,4:25 PM,NO,CAR,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,4:25 PM,LAR,DET,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,4:25 PM,SEA,IND,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,4:25 PM,SF,TEN,Home,,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-14 00:00:00,8:20 PM,DAL,MIN,Home,,10,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
15,2025-12-15 00:00:00,8:15 PM,PIT,MIA,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-18 00:00:00,8:15 PM,SEA,LAR,Home,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-20 00:00:00,1:00 PM,CHI,GB,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-20 00:00:00,1:00 PM,WSH,PHI,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,CAR,TB,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,CLE,BUF,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,DAL,LAC,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,NO,NYJ,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,NYG,MIN,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,TEN,KC,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,1:00 PM,BAL,NE,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,4:05 PM,ARI,ATL,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,4:05 PM,DEN,JAX,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,4:25 PM,DET,PIT,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,4:25 PM,HOU,LV,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-21 00:00:00,8:20 PM,MIA,CIN,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
16,2025-12-22 00:00:00,8:15 PM,IND,SF,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-25 00:00:00,1:00 PM,WSH,DAL,Home,Christmas,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-25 00:00:00,4:30 PM,MIN,DET,Home,Christmas,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-25 00:00:00,8:15 PM,KC,DEN,Home,Christmas,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,CAR,SEA,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,CIN,ARI,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,CLE,PIT,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,IND,JAX,Home,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,GB,BAL,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,MIA,TB,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,NYJ,NE,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,TEN,NO,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,LV,NYG,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,1:00 PM,LAC,HOU,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,4:25 PM,BUF,PHI,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-28 00:00:00,8:20 PM,SF,CHI,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
17,2025-12-29 00:00:00,8:15 PM,ATL,LAR,Home,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,ATL,NO,Home,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,BUF,NYJ,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,CHI,DET,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,CIN,CLE,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,DEN,LAC,Home,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,HOU,IND,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,JAX,TEN,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,MIN,GB,Home,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,NE,MIA,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,NYG,DAL,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,PHI,WSH,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,PIT,BAL,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,LV,KC,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,LAR,ARI,Home,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,SF,SEA,Home,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
18,2026-01-04 00:00:00,1:00 PM,TB,CAR,Home,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-04 00:00:00,8:20 PM,DAL,PHI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-05 00:00:00,8:00 PM,KC,LAC,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,TB,ATL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,CIN,CLE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,MIA,IND,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,CAR,JAX,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,ARI,NO,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,LV,NE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,PIT,NYJ,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,1:00 PM,NYG,WSH,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,4:05 PM,TEN,DEN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,4:05 PM,SF,SEA,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,4:25 PM,DET,GB,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,4:25 PM,HOU,LAR,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-07 00:00:00,8:20 PM,BAL,BUF,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
1,2025-09-08 00:00:00,8:15 PM,MIN,CHI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-11 00:00:00,8:15 PM,WSH,GB,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,JAX,CIN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,NYG,DAL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,CHI,DET,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,NE,MIA,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,SF,NO,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,BUF,NYJ,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,LAR,TEN,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,SEA,PIT,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,1:00 PM,CLE,BAL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,4:05 PM,DEN,IND,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,4:05 PM,CAR,ARI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,4:25 PM,PHI,KC,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-14 00:00:00,8:20 PM,ATL,MIN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,2025-09-15 00:00:00,7:00 PM,TB,HOU,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
2,09/14/2025,13:05:00,LAC,LV,Away,,10,False,False,True,False,False,False,,,,0.49,3.5,-6.0,9.5,,,,,,,,,0.0,,,-1.0,0.01
3,2025-09-18 00:00:00,8:15 PM,MIA,BUF,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,ATL,CAR,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,GB,CLE,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,HOU,JAX,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,CIN,MIN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,PIT,NE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,IND,TEN,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,LAR,PHI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,NYJ,TB,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,1:00 PM,LV,WSH,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,4:05 PM,DEN,LAC,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,4:05 PM,NO,SEA,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,4:25 PM,DAL,CHI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,4:25 PM,ARI,SF,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-21 00:00:00,8:20 PM,KC,NYG,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
3,2025-09-22 00:00:00,8:15 PM,DET,BAL,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-25 00:00:00,8:15 PM,SEA,ARI,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,9:30 AM,MIN,PIT,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,WSH,ATL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,NO,BUF,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,CLE,DET,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,TEN,HOU,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,CAR,NE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,LAC,NYG,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,1:00 PM,PHI,TB,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,4:05 PM,IND,LAR,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,4:05 PM,JAX,SF,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,4:25 PM,BAL,KC,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,4:25 PM,CHI,LV,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-28 00:00:00,8:20 PM,GB,DAL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-29 00:00:00,7:15 PM,NYJ,MIA,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
4,2025-09-29 00:00:00,8:15 PM,CIN,DEN,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-02 00:00:00,8:15 PM,SF,LAR,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,9:30 AM,MIN,CLE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,MIA,CAR,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,LV,IND,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,NYG,NO,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,DAL,NYJ,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,DEN,PHI,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,1:00 PM,HOU,BAL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,4:05 PM,TEN,ARI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,4:05 PM,TB,SEA,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,4:25 PM,DET,CIN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,4:25 PM,WSH,LAC,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-05 00:00:00,8:20 PM,NE,BUF,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
5,2025-10-06 00:00:00,8:15 PM,KC,JAX,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-09 00:00:00,8:15 PM,PHI,NYG,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,9:30 AM,DEN,NYJ,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,DAL,CAR,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,ARI,IND,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,SEA,JAX,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,LAC,MIA,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,CLE,PIT,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,LAR,BAL,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,1:00 PM,SF,TB,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,4:05 PM,TEN,LV,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,4:25 PM,CIN,GB,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,4:25 PM,NE,NO,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-12 00:00:00,8:20 PM,DET,KC,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-13 00:00:00,7:15 PM,BUF,ATL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
6,2025-10-13 00:00:00,8:15 PM,CHI,WSH,Away,,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-16 00:00:00,8:15 PM,PIT,CIN,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,9:30 AM,LAR,JAX,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,NO,CHI,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,MIA,CLE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,LV,KC,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,PHI,MIN,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,CAR,NYJ,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,1:00 PM,NE,TEN,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,4:05 PM,NYG,DEN,Away,,9,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,4:05 PM,IND,LAC,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,4:25 PM,GB,ARI,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,4:25 PM,WSH,DAL,Away,,5,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-19 00:00:00,8:20 PM,ATL,SF,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-20 00:00:00,7:00 PM,TB,DET,Away,,8,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
7,2025-10-20 00:00:00,10:00 PM,HOU,SEA,Away,,14,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-23 00:00:00,8:15 PM,MIN,LAC,Away,,4,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-26 00:00:00,1:00 PM,MIA,ATL,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-26 00:00:00,1:00 PM,BUF,CAR,Away,,12,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-26 00:00:00,1:00 PM,NYJ,CIN,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-26 00:00:00,1:00 PM,SF,HOU,Away,,6,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
8,2025-10-26 00:00:00,1:00 PM,CLE,NE,Away,,7,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,
