week,date,time,team,opponent,home_or_away,holiday_flag,rest_days,reserved,is_locked_out,expected_avail,preferred,must_use,save_for_later,notes_future,notes,spot_quality,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,spot_value,spot_value_score,moneyline,spread,implied_wp,power_rating,opp_power_rating,power_gap,rest_diff,travel_miles,rating_gap,injury_adjustment,future_scarcity_bonus,team_total_dvoa,opp_total_dvoa,sv_win,sv_home,sv_rest,sv_rating,sv_dvoa,sv_injury,sv_holiday,max_future_prob,future_depth_ge55,opportunity_delta,OD_norm,FD_norm,future_scarcity_boost_raw,future_scarcity_boost,sv_scarcity
9,2025-11-02 00:00:00,1:00 PM,CHI,CIN,Away,,7,False,False,True,False,False,False,,,,0.3962430290578221,,,,Low,,142.0,,0.3962430290578221,,,,,,,0.0,,,,0.13998986044774125,0.0,0.05,,0.0,0.0,0.0,0.725752508361204,3,-0.32950947930338187,0.0,0.0,0.0,0.0,0.0
10,2025-11-09 00:00:00,1:00 PM,CHI,NYG,Home,,7,False,False,True,False,False,False,,,,0.6690070210631895,,,,Low,,-230.0,,0.6690070210631895,,,,,,,0.0,,,,0.5367374851828212,0.1,0.05,,0.0,0.0,0.0,0.725752508361204,2,-0.05674548729801443,0.28650902540397116,0.33333333333333337,0.12,0.1,0.1
11,2025-11-16 00:00:00,1:00 PM,CHI,MIN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.725752508361204,2,-0.22575250836120397,0.0,0.33333333333333337,0.12,0.1,0.1
12,2025-11-23 00:00:00,1:00 PM,CHI,PIT,Home,,7,False,False,True,False,False,False,,,,0.551441114716549,,,,Low,,-135.0,,0.551441114716549,,,,,,,0.0,,,,0.36573253049679855,0.1,0.05,,0.0,0.0,0.0,0.725752508361204,1,-0.17431139364465498,0.05137721271069007,0.6666666666666667,0.12,0.1,0.1
13,2025-11-28 00:00:00,3:00 PM,CHI,PHI,Away,Thanksgiving,5,False,False,True,False,False,False,,,,0.2664576802507837,,,,Low,,260.0,,0.2664576802507837,,,,,,,0.0,,,,0.0,0.0,0.016666666666666666,,0.0,0.0,-0.03,0.725752508361204,1,-0.4592948281104203,0.0,0.6666666666666667,0.12,0.1,0.1
14,2025-12-07 00:00:00,1:00 PM,CHI,GB,Away,,8,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.06666666666666667,,0.0,0.0,0.0,0.725752508361204,1,-0.22575250836120397,0.0,0.6666666666666667,0.12,0.1,0.1
15,2025-12-14 00:00:00,1:00 PM,CHI,CLE,Home,,7,False,False,True,False,False,False,,,,0.725752508361204,,,,Low,,-310.0,,0.725752508361204,,,,,,,0.0,,,,0.6192763757981149,0.1,0.05,,0.0,0.0,0.0,0.4675324675324675,0,0.25822004082873645,0.9164400816574729,1.0,0.12,0.1,0.1
16,2025-12-20 00:00:00,1:00 PM,CHI,GB,Home,,6,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.03333333333333333,,0.0,0.0,0.0,0.4675324675324675,0,0.0,0.4,1.0,0.12,0.1,0.1
17,2025-12-28 00:00:00,8:20 PM,CHI,SF,Away,,8,False,False,True,False,False,False,,,,0.3690596562184025,,,,Low,,160.0,,0.3690596562184025,,,,,,,0.0,,,,0.10045040904494906,0.0,0.06666666666666667,,0.0,0.0,0.0,0.4675324675324675,0,-0.09847281131406505,0.20305437737186993,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,CHI,DET,Home,,6,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.03333333333333333,,0.0,0.0,0.0,0.0,0,0.4675324675324675,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,1:00 PM,CIN,CLE,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,6,-0.271505376344086,0.0,0.0,0.0,0.0,0.0
2,2025-09-14 00:00:00,1:00 PM,CIN,JAX,Home,,7,False,False,True,False,False,False,,,,0.6750312469954812,,,,Low,,-238.0,,0.6750312469954812,,,,,,,0.0,,,,0.5454999956297909,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.09647412934860478,0.20705174130279047,0.0,0.12,0.1,0.1
3,2025-09-21 00:00:00,1:00 PM,CIN,MIN,Away,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.3039729088116185,0.0,0.0,0.0,0.0,0.0
4,2025-09-29 00:00:00,8:15 PM,CIN,DEN,Away,,8,False,False,True,False,False,False,,,,0.4365079365079364,,,,Low,,120.0,,0.4365079365079364,,,,,,,0.0,,,,0.1985569985569984,0.0,0.06666666666666667,,0.0,0.0,0.0,0.771505376344086,5,-0.3349974398361496,0.0,0.0,0.0,0.0,0.0
5,2025-10-05 00:00:00,4:25 PM,CIN,DET,Home,,5,False,False,True,False,False,False,,,,0.4739134147382802,,,,Low,,102.0,,0.4739134147382802,,,,,,,0.0,,,,0.2529649668920439,0.1,0.016666666666666666,,0.0,0.0,0.0,0.771505376344086,5,-0.2975919616058058,0.0,0.0,0.0,0.0,0.0
6,2025-10-12 00:00:00,4:25 PM,CIN,GB,Away,,7,False,False,True,False,False,False,,,,0.4066302458405761,,,,Low,,136.0,,0.4066302458405761,,,,,,,0.0,,,,0.15509853940447438,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.3648751305035099,0.0,0.0,0.0,0.0,0.0
7,2025-10-16 00:00:00,8:15 PM,CIN,PIT,Home,,4,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.0,,0.0,0.0,0.0,0.771505376344086,5,-0.23903784387655347,0.0,0.0,0.0,0.0,0.0
8,2025-10-26 00:00:00,1:00 PM,CIN,NYJ,Home,,9,False,False,True,False,False,False,,,,0.7477827050997783,,,,Low,,-355.0,,0.7477827050997783,,,,,,,0.0,,,,0.6513202983269503,0.1,0.08333333333333334,,0.0,0.0,0.0,0.771505376344086,4,-0.023722671244307714,0.3525546575113846,0.0,0.12,0.1,0.1
9,2025-11-02 00:00:00,1:00 PM,CIN,CHI,Home,,7,False,False,True,False,False,False,,,,0.6037569709421778,,,,Low,,-170.0,,0.6037569709421778,,,,,,,0.0,,,,0.44182832137044054,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,3,-0.16774840540190816,0.0645031891961837,0.0,0.03870191351771022,0.03225159459809185,0.03225159459809185
11,2025-11-16 00:00:00,1:00 PM,CIN,PIT,Away,,14,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.1,,0.0,0.0,0.0,0.771505376344086,3,-0.271505376344086,0.0,0.0,0.0,0.0,0.0
12,2025-11-23 00:00:00,1:00 PM,CIN,NE,Home,,7,False,False,True,False,False,False,,,,0.6636481241914618,,,,Low,,-225.0,,0.6636481241914618,,,,,,,0.0,,,,0.5289427260966717,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,2,-0.1078572521526242,0.1842854956947516,0.33333333333333337,0.12,0.1,0.1
13,2025-11-27 00:00:00,8:20 PM,CIN,BAL,Away,Thanksgiving,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.0,,0.0,0.0,-0.03,0.771505376344086,2,-0.271505376344086,0.0,0.33333333333333337,0.12,0.1,0.1
14,2025-12-07 00:00:00,4:25 PM,CIN,BUF,Away,,9,False,False,True,False,False,False,,,,0.3249687530045188,,,,Low,,195.0,,0.3249687530045188,,,,,,,0.0,,,,0.03631818618839096,0.0,0.08333333333333334,,0.0,0.0,0.0,0.771505376344086,2,-0.44653662333956723,0.0,0.33333333333333337,0.12,0.1,0.1
15,2025-12-14 00:00:00,1:00 PM,CIN,BAL,Home,,6,False,False,True,False,False,False,,,,0.448558885283451,,,,Low,,114.0,,0.448558885283451,,,,,,,0.0,,,,0.21608565132138327,0.1,0.03333333333333333,,0.0,0.0,0.0,0.771505376344086,2,-0.322946491060635,0.0,0.33333333333333337,0.12,0.1,0.1
16,2025-12-21 00:00:00,8:20 PM,CIN,MIA,Away,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,Low,,-122.0,,0.5260865852617197,,,,,,,0.0,,,,0.3288532149261378,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,2,-0.2454187910823663,0.0,0.33333333333333337,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,CIN,ARI,Home,,6,False,False,True,False,False,False,,,,0.6224665518611737,,,,Low,,-185.0,,0.6224665518611737,,,,,,,0.0,,,,0.46904225725261633,0.1,0.03333333333333333,,0.0,0.0,0.0,0.771505376344086,1,-0.14903882448291228,0.10192235103417546,0.6666666666666667,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,CIN,CLE,Home,,7,False,False,True,False,False,False,,,,0.771505376344086,,,,Low,,-410.0,,0.771505376344086,,,,,,,0.0,,,,0.6858260019550342,0.1,0.05,,0.0,0.0,0.0,0.0,0,0.771505376344086,1.0,1.0,0.12,0.1,0.1
1,09/07/2025,13:00:00,CLE,CIN,Home,,7,False,False,True,False,False,False,,,,0.53,5.0,6.0,-1.0,Medium,0.5988654665986788,320.0,,0.2284946236559139,,,,,,0.5,0.01,0.0,,,0.3345454545454546,0.1,0.05,0.008314096643359975,-0.003994084590135754,0.01,0.0,0.5324675324675325,0,-0.002467532467532507,0.395064935064935,1.0,0.12,0.1,0.1
2,2025-09-14 00:00:00,1:00 PM,CLE,BAL,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.032467532467532534,0.33506493506493495,1.0,0.12,0.1,0.1
3,2025-09-21 00:00:00,1:00 PM,CLE,GB,Home,,7,False,False,True,False,False,False,,,,0.3042300479266513,,,,Low,,215.0,,0.3042300479266513,,,,,,,0.0,,,,0.00615279698422011,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.22823748454088122,0.0,1.0,0.12,0.1,0.1
4,2025-09-28 00:00:00,1:00 PM,CLE,DET,Away,,7,False,False,True,False,False,False,,,,0.1957070707070707,,,,Low,,390.0,,0.1957070707070707,,,,,,,0.0,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.3367604617604618,0.0,1.0,0.12,0.1,0.1
5,2025-10-05 00:00:00,9:30 AM,CLE,MIN,Home,,6,False,False,True,False,False,False,,,,0.261136712749616,,,,Low,,270.0,,0.261136712749616,,,,,,,0.0,,,,0.0,0.1,0.03333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.27133081971791656,0.0,1.0,0.12,0.1,0.1
6,2025-10-12 00:00:00,1:00 PM,CLE,PIT,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.032467532467532534,0.33506493506493495,1.0,0.12,0.1,0.1
7,2025-10-19 00:00:00,1:00 PM,CLE,MIA,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.06493506493506501,0.27012987012987,1.0,0.12,0.1,0.1
8,2025-10-26 00:00:00,1:00 PM,CLE,NE,Away,,7,False,False,True,False,False,False,,,,0.3249687530045188,,,,Low,,195.0,,0.3249687530045188,,,,,,,0.0,,,,0.03631818618839096,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.20749877946301376,0.0,1.0,0.12,0.1,0.1
10,2025-11-09 00:00:00,1:00 PM,CLE,NYJ,Away,,14,False,False,True,False,False,False,,,,0.4365079365079364,,,,Low,,120.0,,0.4365079365079364,,,,,,,0.0,,,,0.1985569985569984,0.0,0.1,,0.0,0.0,0.0,0.5324675324675325,0,-0.09595959595959613,0.20808080808080776,1.0,0.12,0.1,0.1
11,2025-11-16 00:00:00,4:25 PM,CLE,BAL,Home,,7,False,False,True,False,False,False,,,,0.24,,,,Low,,300.0,,0.24,,,,,,,0.0,,,,0.0,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.29246753246753254,0.0,1.0,0.12,0.1,0.1
12,2025-11-23 00:00:00,4:05 PM,CLE,LV,Away,,6,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.0,0.03333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.15493408432870615,0.09013183134258773,1.0,0.12,0.1,0.1
13,2025-11-30 00:00:00,1:00 PM,CLE,SF,Home,,6,False,False,True,False,False,False,,,,0.3092071169459319,,,,Low,,210.0,,0.3092071169459319,,,,,,,0.0,,,,0.013392170103173676,0.1,0.03333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,-0.22326041552160064,0.0,1.0,0.12,0.1,0.1
14,2025-12-07 00:00:00,1:00 PM,CLE,TEN,Home,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.05,,0.0,0.0,0.0,0.5,0,0.032467532467532534,0.4649350649350651,1.0,0.12,0.1,0.1
15,2025-12-14 00:00:00,1:00 PM,CLE,CHI,Away,,7,False,False,True,False,False,False,,,,0.2742474916387959,,,,Low,,250.0,,0.2742474916387959,,,,,,,0.0,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.5,0,-0.22575250836120409,0.0,1.0,0.12,0.1,0.1
16,2025-12-21 00:00:00,1:00 PM,CLE,BUF,Home,,7,False,False,True,False,False,False,,,,0.2340978954835658,,,,Low,,310.0,,0.2340978954835658,,,,,,,0.0,,,,0.0,0.1,0.05,,0.0,0.0,0.0,0.5,0,-0.2659021045164342,0.0,1.0,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,CLE,PIT,Home,,7,False,False,True,False,False,False,,,,0.448558885283451,,,,Low,,114.0,,0.448558885283451,,,,,,,0.0,,,,0.21608565132138327,0.1,0.05,,0.0,0.0,0.0,0.5,0,-0.051441114716549,0.29711777056690203,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,CLE,CIN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1
1,2025-09-04 00:00:00,8:20 PM,DAL,PHI,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.551441114716549,1,-0.051441114716549,0.29711777056690203,0.6666666666666667,0.12,0.1,0.1
2,2025-09-14 00:00:00,1:00 PM,DAL,NYG,Home,,9,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.08333333333333334,,0.0,0.0,0.0,0.551441114716549,1,-0.018973582249016463,0.3620528355019671,0.6666666666666667,0.12,0.1,0.1
3,2025-09-21 00:00:00,4:25 PM,DAL,CHI,Away,,7,False,False,True,False,False,False,,,,0.4003612281757977,,,,Low,,140.0,,0.4003612281757977,,,,,,,0.0,,,,0.14597996825570578,0.0,0.05,,0.0,0.0,0.0,0.551441114716549,1,-0.15107988654075127,0.09784022691849747,0.6666666666666667,0.12,0.1,0.1
4,2025-09-28 00:00:00,8:20 PM,DAL,GB,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.551441114716549,1,-0.08390864718408148,0.23218270563183707,0.6666666666666667,0.12,0.1,0.1
5,2025-10-05 00:00:00,1:00 PM,DAL,NYJ,Away,,6,False,False,True,False,False,False,,,,0.551441114716549,,,,Low,,-135.0,,0.551441114716549,,,,,,,0.0,,,,0.36573253049679855,0.0,0.03333333333333333,,0.0,0.0,0.0,0.5324675324675325,0,0.018973582249016463,0.43794716449803295,1.0,0.12,0.1,0.1
6,2025-10-12 00:00:00,1:00 PM,DAL,CAR,Away,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,0.0,0.4,1.0,0.12,0.1,0.1
7,2025-10-19 00:00:00,4:25 PM,DAL,WSH,Home,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.032467532467532534,0.33506493506493495,1.0,0.12,0.1,0.1
8,2025-10-26 00:00:00,4:25 PM,DAL,DEN,Away,,7,False,False,True,False,False,False,,,,0.3425247738043946,,,,Low,,180.0,,0.3425247738043946,,,,,,,0.0,,,,0.06185421644275581,0.0,0.05,,0.0,0.0,0.0,0.5324675324675325,0,-0.18994275866313792,0.020114482673724177,1.0,0.12,0.1,0.1
9,2025-11-03 00:00:00,8:15 PM,DAL,ARI,Home,,8,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.06666666666666667,,0.0,0.0,0.0,0.5324675324675325,0,0.0,0.4,1.0,0.12,0.1,0.1
11,2025-11-17 00:00:00,8:15 PM,DAL,LV,Away,,14,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.0,0.1,,0.0,0.0,0.0,0.5,0,0.032467532467532534,0.4649350649350651,1.0,0.12,0.1,0.1
12,2025-11-23 00:00:00,4:25 PM,DAL,PHI,Home,,5,False,False,True,False,False,False,,,,0.3425247738043946,,,,Low,,180.0,,0.3425247738043946,,,,,,,0.0,,,,0.06185421644275581,0.1,0.016666666666666666,,0.0,0.0,0.0,0.5,0,-0.1574752261956054,0.08504954760878924,1.0,0.12,0.1,0.1
13,2025-11-27 00:00:00,4:30 PM,DAL,KC,Home,Thanksgiving,4,False,False,True,False,False,False,,,,0.3194444444444444,,,,Low,,200.0,,0.3194444444444444,,,,,,,0.0,,,,0.02828282828282826,0.1,0.0,,0.0,0.0,-0.03,0.5,0,-0.18055555555555558,0.03888888888888886,1.0,0.12,0.1,0.1
14,2025-12-04 00:00:00,8:15 PM,DAL,DET,Away,,7,False,False,True,False,False,False,,,,0.3042300479266513,,,,Low,,215.0,,0.3042300479266513,,,,,,,0.0,,,,0.00615279698422011,0.0,0.05,,0.0,0.0,0.0,0.5,0,-0.19576995207334869,0.008460095853302652,1.0,0.12,0.1,0.1
15,2025-12-14 00:00:00,8:20 PM,DAL,MIN,Home,,10,False,False,True,False,False,False,,,,0.4739134147382802,,,,Low,,102.0,,0.4739134147382802,,,,,,,0.0,,,,0.2529649668920439,0.1,0.1,,0.0,0.0,0.0,0.5,0,-0.026086585261719808,0.3478268294765604,1.0,0.12,0.1,0.1
16,2025-12-21 00:00:00,1:00 PM,DAL,LAC,Home,,6,False,False,True,False,False,False,,,,0.4739134147382802,,,,Low,,102.0,,0.4739134147382802,,,,,,,0.0,,,,0.2529649668920439,0.1,0.03333333333333333,,0.0,0.0,0.0,0.5,0,-0.026086585261719808,0.3478268294765604,1.0,0.12,0.1,0.1
17,2025-12-25 00:00:00,1:00 PM,DAL,WSH,Away,Christmas,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.0,,0.0,0.0,-0.03,0.5,0,0.0,0.4,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,DAL,NYG,Away,,10,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.1,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,4:05 PM,DEN,TEN,Home,,7,False,False,True,False,False,False,,,,0.7639751552795031,,,,Low,,-375.0,,0.7639751552795031,,,,,,,0.0,,,,0.6748729531338227,0.1,0.05,,0.0,0.0,0.0,0.7477827050997783,8,0.016192450179724815,0.43238490035944965,0.0,0.12,0.1,0.1
2,2025-09-14 00:00:00,4:05 PM,DEN,IND,Away,,7,False,False,True,False,False,False,,,,0.6224665518611737,,,,Low,,-185.0,,0.6224665518611737,,,,,,,0.0,,,,0.46904225725261633,0.0,0.05,,0.0,0.0,0.0,0.7477827050997783,7,-0.12531615323860457,0.1493676935227909,0.0,0.08962061611367453,0.07468384676139544,0.07468384676139544
3,2025-09-21 00:00:00,4:05 PM,DEN,LAC,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.7477827050997783,7,-0.2477827050997783,0.0,0.0,0.0,0.0,0.0
4,2025-09-29 00:00:00,8:15 PM,DEN,CIN,Home,,8,False,False,True,False,False,False,,,,0.5634920634920635,,,,Low,,-142.0,,0.5634920634920635,,,,,,,0.0,,,,0.38326118326118325,0.1,0.06666666666666667,,0.0,0.0,0.0,0.7477827050997783,6,-0.1842906416077148,0.03141871678457042,0.0,0.018851230070742252,0.01570935839228521,0.01570935839228521
5,2025-10-05 00:00:00,1:00 PM,DEN,PHI,Away,,5,False,False,True,False,False,False,,,,0.3425247738043946,,,,Low,,180.0,,0.3425247738043946,,,,,,,0.0,,,,0.06185421644275581,0.0,0.016666666666666666,,0.0,0.0,0.0,0.7477827050997783,6,-0.4052579312953837,0.0,0.0,0.0,0.0,0.0
6,2025-10-12 00:00:00,9:30 AM,DEN,NYJ,Away,,6,False,False,True,False,False,False,,,,0.729871952289072,,,,Low,,-285.0,,0.729871952289072,,,,,,,0.0,,,,0.6252682942386502,0.0,0.03333333333333333,,0.0,0.0,0.0,0.7477827050997783,5,-0.01791075281070631,0.3641784943785874,0.0,0.12,0.1,0.1
7,2025-10-19 00:00:00,4:05 PM,DEN,NYG,Home,,7,False,False,True,False,False,False,,,,0.7477827050997783,,,,Low,,-355.0,,0.7477827050997783,,,,,,,0.0,,,,0.6513202983269503,0.1,0.05,,0.0,0.0,0.0,0.6750312469954812,4,0.07275145810429706,0.5455029162085941,0.0,0.12,0.1,0.1
8,2025-10-26 00:00:00,4:25 PM,DEN,DAL,Home,,7,False,False,True,False,False,False,,,,0.6574752261956054,,,,Low,,-218.0,,0.6574752261956054,,,,,,,0.0,,,,0.519963965375426,0.1,0.05,,0.0,0.0,0.0,0.6750312469954812,3,-0.017556020799875838,0.36488795840024835,0.0,0.12,0.1,0.1
9,2025-11-02 00:00:00,1:00 PM,DEN,HOU,Away,,6,False,False,True,False,False,False,,,,0.5217391304347826,,,,Low,,-120.0,,0.5217391304347826,,,,,,,0.0,,,,0.3225296442687747,0.0,0.03333333333333333,,0.0,0.0,0.0,0.6750312469954812,3,-0.15329211656069863,0.09341576687860276,0.0,0.05604946012716165,0.04670788343930138,0.04670788343930138
10,2025-11-06 00:00:00,8:15 PM,DEN,LV,Home,,4,False,False,True,False,False,False,,,,0.6164383561643836,,,,Low,,-180.0,,0.6164383561643836,,,,,,,0.0,,,,0.4602739726027397,0.1,0.0,,0.0,0.0,0.0,0.6750312469954812,2,-0.058592890831097644,0.28281421833780473,0.33333333333333337,0.12,0.1,0.1
11,2025-11-16 00:00:00,4:25 PM,DEN,KC,Home,,9,False,False,True,False,False,False,,,,0.3425247738043946,,,,Low,,180.0,,0.3425247738043946,,,,,,,0.0,,,,0.06185421644275581,0.1,0.08333333333333334,,0.0,0.0,0.0,0.6750312469954812,2,-0.3325064731910866,0.0,0.33333333333333337,0.12,0.1,0.1
13,2025-11-30 00:00:00,8:20 PM,DEN,WSH,Away,,14,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.1,,0.0,0.0,0.0,0.6750312469954812,2,-0.17503124699548123,0.04993750600903757,0.33333333333333337,0.12,0.1,0.1
14,2025-12-07 00:00:00,4:05 PM,DEN,LV,Away,,6,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.03333333333333333,,0.0,0.0,0.0,0.6750312469954812,2,-0.17503124699548123,0.04993750600903757,0.33333333333333337,0.12,0.1,0.1
15,2025-12-14 00:00:00,4:25 PM,DEN,GB,Home,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.05,,0.0,0.0,0.0,0.6750312469954812,2,-0.1425637145279487,0.11487257094410264,0.33333333333333337,0.12,0.1,0.1
16,2025-12-21 00:00:00,4:05 PM,DEN,JAX,Home,,6,False,False,True,False,False,False,,,,0.6750312469954812,,,,Low,,-238.0,,0.6750312469954812,,,,,,,0.0,,,,0.5454999956297909,0.1,0.03333333333333333,,0.0,0.0,0.0,0.551441114716549,1,0.12359013227893223,0.6471802645578645,0.6666666666666667,0.12,0.1,0.1
17,2025-12-25 00:00:00,8:15 PM,DEN,KC,Away,Christmas,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.0,,0.0,0.0,-0.03,0.551441114716549,1,-0.051441114716549,0.29711777056690203,0.6666666666666667,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,DEN,LAC,Home,,9,False,False,True,False,False,False,,,,0.551441114716549,,,,Low,,-135.0,,0.551441114716549,,,,,,,0.0,,,,0.36573253049679855,0.1,0.08333333333333334,,0.0,0.0,0.0,0.0,0,0.551441114716549,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,4:25 PM,DET,GB,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.8042929292929294,7,-0.3042929292929294,0.0,0.0,0.0,0.0,0.0
2,2025-09-14 00:00:00,1:00 PM,DET,CHI,Home,,6,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.03333333333333333,,0.0,0.0,0.0,0.8042929292929294,7,-0.27182539682539686,0.0,0.0,0.0,0.0,0.0
3,2025-09-22 00:00:00,8:15 PM,DET,BAL,Away,,8,False,False,True,False,False,False,,,,0.3690596562184025,,,,Low,,160.0,,0.3690596562184025,,,,,,,0.0,,,,0.10045040904494906,0.0,0.06666666666666667,,0.0,0.0,0.0,0.8042929292929294,7,-0.4352332730745269,0.0,0.0,0.0,0.0,0.0
4,2025-09-28 00:00:00,1:00 PM,DET,CLE,Home,,5,False,False,True,False,False,False,,,,0.8042929292929294,,,,Low,,-520.0,,0.8042929292929294,,,,,,,0.0,,,,0.7335169880624428,0.1,0.016666666666666666,,0.0,0.0,0.0,0.771505376344086,6,0.03278755294884339,0.4655751058976868,0.0,0.12,0.1,0.1
